recorte_analisis,fila,columna,x_centro_utm,y_centro_utm,xmin_utm,ymin_utm,xmax_utm,ymax_utm,area_total_ha,area_arbolada_ha,porcentaje_arbolado,conf010_detecciones_unicas,conf010_detecciones_altura_valida,conf010_detecciones_usadas_biomasa,conf010_altura_p95_media_m,conf010_diametro_copa_medio_m,conf010_biomasa_gimnosperma_t,conf010_biomasa_gimnosperma_t_ha_arbolada,conf015_detecciones_unicas,conf015_detecciones_altura_valida,conf015_detecciones_usadas_biomasa,conf015_altura_p95_media_m,conf015_diametro_copa_medio_m,conf015_biomasa_gimnosperma_t,conf015_biomasa_gimnosperma_t_ha_arbolada,conf020_detecciones_unicas,conf020_detecciones_altura_valida,conf020_detecciones_usadas_biomasa,conf020_altura_p95_media_m,conf020_diametro_copa_medio_m,conf020_biomasa_gimnosperma_t,conf020_biomasa_gimnosperma_t_ha_arbolada,conf025_detecciones_unicas,conf025_detecciones_altura_valida,conf025_detecciones_usadas_biomasa,conf025_altura_p95_media_m,conf025_diametro_copa_medio_m,conf025_biomasa_gimnosperma_t,conf025_biomasa_gimnosperma_t_ha_arbolada
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_04,2,4,509536.0,4182643.0,509320.0,4182532.0,509752.0,4182754.0,9.5904,1.4237,14.845053386720053,127,119,118,9.772027236072956,9.919424955832351,51.25480834964585,36.00112969701893,100,96,96,9.719134777784348,10.013526478050972,42.251825658521234,29.677478161495564,82,80,80,9.750492167472839,10.038215231779944,35.17216584373122,24.70475931989269,67,65,65,9.7214996778048,10.056946710782398,28.59508654625271,20.08505060493974
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_05,2,5,509968.0,4182643.0,509752.0,4182532.0,510184.0,4182754.0,9.5904,2.2429,23.386928595261928,305,296,296,7.568877839558834,9.03744373311392,85.74075489243609,38.2276315896545,257,251,251,7.4999002593447015,9.037523808381156,72.81166588706272,32.463179761497486,233,227,227,7.383733295659137,9.034954278076803,65.22184109228063,29.07924610650525,209,203,203,7.264132093326212,9.107363239375305,58.82083689756572,26.22534972471609
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_06,2,6,510400.0,4182643.0,510184.0,4182532.0,510616.0,4182754.0,9.5904,2.6509,27.641182849516184,223,220,220,8.646609322591262,9.45585242768695,76.54657346405477,28.875692581408114,188,188,188,8.564384965186424,9.646672915412596,66.15403276438911,24.955310560333892,160,160,160,8.439378799498082,9.754446000789578,56.89228929290913,21.461499601233218,143,143,143,8.503163569457048,9.92213508602701,52.70447321261604,19.881728172551224
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_07,2,7,510832.0,4182643.0,510616.0,4182532.0,511048.0,4182754.0,9.5904,1.0565,11.016224557891224,216,160,158,5.090660797059536,9.599840142623151,29.999845107473764,28.39549939183508,196,143,142,5.159189732758315,9.715880061857504,27.879891739912438,26.388917879708885,170,124,123,5.233273135077569,9.865014806644558,24.711405806095232,23.389877715187158,154,111,110,5.253063979449573,10.03100581825365,22.459608180833232,21.258502774096765
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_08,2,8,511264.0,4182643.0,511048.0,4182532.0,511480.0,4182754.0,9.5904,1.5871,16.54884050717384,272,241,241,4.473387886379764,9.054176640136733,29.728478132234017,18.731320100960254,236,213,213,4.478532337806594,9.063195681732,26.65569379653806,16.795220084769745,212,191,191,4.469932136735367,9.054965325795308,23.676433392904688,14.91804762957891,185,169,169,4.322358587084437,9.03672478587938,20.296429698877912,12.78837483389699
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_09,2,9,511696.0,4182643.0,511480.0,4182532.0,511912.0,4182754.0,9.5904,0.4551,4.74537037037037,424,214,214,2.950183389342834,6.501113428289862,7.53465330233846,16.55603889768943,381,186,186,2.992139756038625,6.483199254879053,6.833674019173018,15.015763610575737,346,167,167,3.006367356477383,6.547608274141941,6.3662342983734606,13.988649304270403,316,150,150,3.0096185715993244,6.584955902761694,5.897472373642191,12.9586296937864
PNOA_area_LiDAR_508000_4179000_512000_4183000_02_10,2,10,511956.0,4182643.0,511912.0,4182532.0,512000.0,4182754.0,1.9536,0.0856,4.381654381654381,216,131,131,2.5042016833793115,5.915918472031289,2.2105818628731218,25.824554472816843,213,131,131,2.5042016833793115,5.915918472031289,2.2105818628731218,25.824554472816843,212,131,131,2.5042016833793115,5.915918472031289,2.2105818628731218,25.824554472816843,209,131,131,2.5042016833793115,5.915918472031289,2.2105818628731218,25.824554472816843
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_01,3,1,508228.0,4182421.0,508000.0,4182310.0,508456.0,4182532.0,10.1232,0.0,0.0,279,0,0,,,0.0,,261,0,0,,,0.0,,236,0,0,,,0.0,,216,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_02,3,2,508672.0,4182421.0,508456.0,4182310.0,508888.0,4182532.0,9.5904,0.0,0.0,196,0,0,,,0.0,,163,0,0,,,0.0,,140,0,0,,,0.0,,121,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_03,3,3,509104.0,4182421.0,508888.0,4182310.0,509320.0,4182532.0,9.5904,1.6495,17.19949115782449,252,158,157,10.948178938672513,9.63491969071315,77.01189882235575,46.68802596080979,196,126,125,11.298264618903872,9.505805930348238,63.16260210086769,38.29196853644601,162,104,104,11.370128221236742,9.686549654013008,54.82233774335709,33.23573067193519,136,86,86,11.211080509562825,9.638559690785595,43.96659886433135,26.65450067555705
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_04,3,4,509536.0,4182421.0,509320.0,4182310.0,509752.0,4182532.0,9.5904,3.801,39.63338338338338,344,343,342,9.24807261864576,8.978382074284069,115.29667719462365,30.333248406899145,284,283,283,9.223998300599547,9.030796254494671,95.50074958700245,25.125164321758074,240,239,239,9.248081787859546,9.216031879001017,83.59200896817563,21.992109699598956,203,202,202,9.16893438891609,9.399983439954177,71.81371215380051,18.893373363272957
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_05,3,5,509968.0,4182421.0,509752.0,4182310.0,510184.0,4182532.0,9.5904,4.6496,48.481815148481815,485,483,482,9.868703215265374,8.839365999106834,173.75601574295894,37.37009973824822,394,392,391,10.0454278703855,9.008870612268217,147.99338969815565,31.82927342097291,332,330,330,10.02490496563189,9.004722329306993,124.36318145939549,26.747071029635986,295,293,293,9.96821317330969,9.08843723542073,110.4988382140881,23.765235335101533
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_06,3,6,510400.0,4182421.0,510184.0,4182310.0,510616.0,4182532.0,9.5904,1.244,12.971304637971304,152,145,144,7.441325163019115,10.330430406564883,45.26781146102235,36.38891596545205,135,129,128,7.5784854279008025,10.393079663308752,41.68411722216147,33.50813281524234,118,113,113,7.399647221101069,10.534684780089497,36.577557952311714,29.403181633691087,105,101,101,7.3638209423216265,10.69990054509631,32.4565798255963,26.09049825208706
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_07,3,7,510832.0,4182421.0,510616.0,4182310.0,511048.0,4182532.0,9.5904,2.8115,29.315774107440774,288,283,283,8.382570816855548,9.368605176130954,88.06709717296744,31.323883042136735,233,231,231,8.260350827014808,9.568446158453499,72.5194473098933,25.793863528327687,207,206,206,8.421358100418905,9.644579506937744,67.36250025333513,23.959630180805664,186,185,185,8.419518688562754,9.70905727553732,61.26157503065477,21.78964077206287
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_08,3,8,511264.0,4182421.0,511048.0,4182310.0,511480.0,4182532.0,9.5904,2.3472,24.474474474474473,348,291,291,8.113827349803701,8.963404571835133,82.18825592489466,35.015446457436376,286,240,240,8.126292337973913,9.150465173322015,70.0856511295462,29.859258320358816,233,200,200,8.203987362384796,9.314407082331583,59.907072861143,25.522781552975033,195,166,166,8.372909423816635,9.458398370955866,53.08544257062164,22.616497346038532
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_09,3,9,511696.0,4182421.0,511480.0,4182310.0,511912.0,4182532.0,9.5904,1.0532,10.981815148481813,502,398,397,3.0582980582462485,7.331090884937673,17.074472433098283,16.211994334502737,455,368,367,3.0224306609319602,7.207668236936287,15.107894829857878,14.344753921247513,431,347,346,3.0230465855996957,7.158268778183825,14.331478384941303,13.607556385246205,415,333,332,2.9964619327235864,7.0917735854131045,13.013204482954263,12.355872087879096
PNOA_area_LiDAR_508000_4179000_512000_4183000_03_10,3,10,511956.0,4182421.0,511912.0,4182310.0,512000.0,4182532.0,1.9536,0.1019,5.216011466011467,255,161,161,2.413199029353835,6.021732710335393,2.246379703658461,22.044943117354865,247,159,159,2.413669193315806,6.030750137126417,2.225683050716933,21.84183563019561,241,158,158,2.410940672777876,6.028311832852704,2.205535945108768,21.64412114925189,239,158,158,2.410940672777876,6.028311832852704,2.205535945108768,21.64412114925189
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_01,4,1,508228.0,4182199.0,508000.0,4182088.0,508456.0,4182310.0,10.1232,0.0,0.0,158,0,0,,,0.0,,141,0,0,,,0.0,,124,0,0,,,0.0,,99,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_02,4,2,508672.0,4182199.0,508456.0,4182088.0,508888.0,4182310.0,9.5904,0.0,0.0,241,0,0,,,0.0,,199,0,0,,,0.0,,173,0,0,,,0.0,,154,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_03,4,3,509104.0,4182199.0,508888.0,4182088.0,509320.0,4182310.0,9.5904,4.9632,51.75175175175174,456,431,431,9.64888833072512,8.442741196497378,136.38851740594595,27.479955957032953,365,344,344,9.753413428400838,8.601332188218358,114.40405415553282,23.050462233142493,300,283,283,9.785159715915317,8.703551912926489,96.5386596738407,19.450890488765456,241,230,230,9.855416940606158,8.909571564850763,82.13815636250767,16.54943511494755
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_04,4,4,509536.0,4182199.0,509320.0,4182088.0,509752.0,4182310.0,9.5904,4.6778,48.775859192525864,281,280,279,8.292716614689146,9.222325348315348,81.50720367347049,17.424260052475624,219,218,218,8.332452880133182,9.403504506757198,66.19085920521552,14.149997692337319,177,177,177,8.366640301074012,9.540721754377406,55.50084805740767,11.86473300641491,150,150,150,8.474411131540935,9.680507322428365,49.748251400184266,10.634967591642281
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_05,4,5,509968.0,4182199.0,509752.0,4182088.0,510184.0,4182310.0,9.5904,6.063,63.21946946946946,420,418,418,7.90905362396149,8.974484602594337,106.93153762472888,17.636737196887495,318,316,316,7.917775237107579,9.16134329048199,84.44312910724237,13.92761489481154,269,269,269,7.872360759508211,9.432091936594535,74.98639765352019,12.367870304060727,221,221,221,8.004441612985879,9.578089795753904,65.33980804124262,10.776811486267956
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_06,4,6,510400.0,4182199.0,510184.0,4182088.0,510616.0,4182310.0,9.5904,3.2102,33.473056389723055,301,297,297,8.310827566718412,9.5537416200471,106.14708045926868,33.06556615141383,241,237,237,8.488700511586314,9.796391192707315,87.58043641301009,27.281925242355644,201,197,197,8.44192842299563,9.874570967206214,73.87754691257071,23.013378266952436,182,179,179,8.44113510281014,9.949796550221297,67.00129159830126,20.87137611310861
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_07,4,7,510832.0,4182199.0,510616.0,4182088.0,511048.0,4182310.0,9.5904,4.703,49.03862195528862,479,478,478,10.013336318806125,8.884654966300578,185.26181108721266,39.39226261688553,406,405,405,10.104343854645153,8.980615871477475,160.6057437866575,34.14963720745428,335,335,335,10.361659108346968,9.024939001306976,139.2981761719399,29.619004076534104,287,287,287,10.40155763576255,9.154271875906014,122.85459855360837,26.122602286542286
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_08,4,8,511264.0,4182199.0,511048.0,4182088.0,511480.0,4182310.0,9.5904,1.3405,13.977519185852518,436,223,223,7.04096207918073,8.569573258468969,46.47922361234572,34.67305006515906,316,164,164,7.050635095049695,8.711062318385324,34.48355264101803,25.72439585305336,250,130,130,7.187595167526832,8.82225961186396,28.171446871040377,21.015626162656005,197,106,106,7.555059583681934,8.889416396484048,24.856708302455647,18.54286333640854
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_09,4,9,511696.0,4182199.0,511480.0,4182088.0,511912.0,4182310.0,9.5904,0.4224,4.404404404404405,532,219,219,3.0031350366601117,7.684672693118253,10.182157026189314,24.105485383970915,469,195,195,3.0100262947571585,7.6196982673562585,9.150235963140815,21.662490443041705,430,185,185,2.9978657516273293,7.589149515200551,8.737139169447605,20.68451507918467,398,174,174,2.9847944961197075,7.571599307706272,8.131839142204658,19.251513120749664
PNOA_area_LiDAR_508000_4179000_512000_4183000_04_10,4,10,511956.0,4182199.0,511912.0,4182088.0,512000.0,4182310.0,1.9536,0.0634,3.245290745290745,234,101,101,2.3960721681613735,5.582296827615782,1.2375527894032148,19.51976008522421,229,101,101,2.3960721681613735,5.582296827615782,1.2375527894032148,19.51976008522421,223,100,100,2.397408134937286,5.580275097370122,1.2264451895958492,19.34456135009226,215,99,99,2.4005123798293297,5.594766089142902,1.2211357115930428,19.260815640268813
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_01,5,1,508228.0,4181977.0,508000.0,4181866.0,508456.0,4182088.0,10.1232,0.0,0.0,305,0,0,,,0.0,,270,0,0,,,0.0,,237,0,0,,,0.0,,213,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_02,5,2,508672.0,4181977.0,508456.0,4181866.0,508888.0,4182088.0,9.5904,0.0,0.0,238,0,0,,,0.0,,188,0,0,,,0.0,,164,0,0,,,0.0,,142,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_03,5,3,509104.0,4181977.0,508888.0,4181866.0,509320.0,4182088.0,9.5904,5.1657,53.86323823823823,625,426,426,10.281748865691709,8.75920866902002,160.94726694821347,31.156913283429827,519,347,347,10.257988598573448,8.898650568721198,134.19957630610037,25.97897212499765,433,288,288,10.45712730122937,8.9236870600067,116.02699663329331,22.461040446269298,364,240,240,10.54734995563825,9.052023560559253,100.25481811761298,19.407789480150413
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_04,5,4,509536.0,4181977.0,509320.0,4181866.0,509752.0,4182088.0,9.5904,2.3481,24.48385885885886,189,181,180,8.930231671306968,9.3113474206093,60.518749043312106,25.77349731413147,141,137,136,9.36695736516131,9.331412846480417,49.93221707390935,21.26494488050311,113,109,108,9.659012803243934,9.444849200965253,41.97956166794005,17.878097895294086,98,95,95,9.607516715401097,9.53223505871248,37.30972228664199,15.889324256480554
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_05,5,5,509968.0,4181977.0,509752.0,4181866.0,510184.0,4182088.0,9.5904,4.7246,49.26384718051384,388,388,387,8.662320642127204,9.257383724801638,120.92688351142729,25.595158005212568,334,334,333,8.673132015559487,9.420393553478297,107.47713128207221,22.748408602224995,274,274,273,8.658007522569086,9.53152781398825,89.34900950137984,18.91144424954067,230,230,229,8.753299777404122,9.577682231535409,77.50454770860442,16.404467618127338
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_06,5,6,510400.0,4181977.0,510184.0,4181866.0,510616.0,4182088.0,9.5904,3.7202,38.790874207540874,484,467,467,8.60982485705831,9.040186457378057,142.0952736084314,38.19560066889721,403,393,393,8.651339723863675,9.083542498259689,121.89126751296722,32.76470821809774,333,324,324,8.754915090254796,9.139815151231224,103.42447805402192,27.80078438095315,283,276,276,8.870766022930974,9.175199202175113,91.0387419516593,24.471464424401727
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_07,5,7,510832.0,4181977.0,510616.0,4181866.0,511048.0,4182088.0,9.5904,3.6528,38.088088088088085,451,413,413,8.303926023386293,9.014524586198672,125.74769032466219,34.425013777010015,358,334,334,8.4555015949432,9.197956963675008,106.871692873124,29.25747176771901,305,284,284,8.668364756543872,9.279802040733617,95.98175116262084,26.276213086569438,267,250,250,8.658895391464233,9.41165489127904,86.00871806003528,23.5459696835401
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_08,5,8,511264.0,4181977.0,511048.0,4181866.0,511480.0,4182088.0,9.5904,0.7695,8.023648648648647,395,227,227,4.128861106964985,9.00949873302944,19.64871498106634,25.534392438032935,309,181,181,4.263965546096886,9.182266104324716,17.061301144574948,22.17193131198824,256,153,153,4.420838472889919,9.170887722501591,15.399948077689855,20.01292797620514,204,120,120,4.50882353981336,9.173470962121721,12.72013657999877,16.53039191682751
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_09,5,9,511696.0,4181977.0,511480.0,4181866.0,511912.0,4182088.0,9.5904,0.5505,5.740115115115114,524,305,304,2.8558247480236116,7.534382357916641,11.793383325243946,21.423039646219703,453,272,271,2.83151935654528,7.465509682509346,10.02242730354091,18.206044148121546,407,253,252,2.81416434638585,7.362843639841678,8.791735131485899,15.970454371454856,369,235,234,2.82492547846855,7.372655016022504,8.335101276346093,15.140965079647762
PNOA_area_LiDAR_508000_4179000_512000_4183000_05_10,5,10,511956.0,4181977.0,511912.0,4181866.0,512000.0,4182088.0,1.9536,0.0921,4.714373464373464,295,169,169,2.380639434566159,5.947451018619892,2.2245289040586695,24.15340829596818,291,169,169,2.380639434566159,5.947451018619892,2.2245289040586695,24.15340829596818,287,169,169,2.380639434566159,5.947451018619892,2.2245289040586695,24.15340829596818,283,169,169,2.380639434566159,5.947451018619892,2.2245289040586695,24.15340829596818
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_01,6,1,508228.0,4181755.0,508000.0,4181644.0,508456.0,4181866.0,10.1232,0.0,0.0,542,0,0,,,0.0,,466,0,0,,,0.0,,403,0,0,,,0.0,,359,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_02,6,2,508672.0,4181755.0,508456.0,4181644.0,508888.0,4181866.0,9.5904,0.0,0.0,100,0,0,,,0.0,,77,0,0,,,0.0,,71,0,0,,,0.0,,65,0,0,,,0.0,
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_03,6,3,509104.0,4181755.0,508888.0,4181644.0,509320.0,4181866.0,9.5904,1.0337,10.778486820153486,114,73,72,9.171430796793063,10.289409030934522,30.75221342686209,29.74965021462909,90,61,61,9.274123520147604,10.309369009753865,26.461559215100976,25.598877058238344,68,42,42,9.551391453970046,10.702839160482121,20.472895209148827,19.805451493807514,53,33,33,9.64004136576797,11.01359627274962,16.93640726889492,16.384257781653208
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_04,6,4,509536.0,4181755.0,509320.0,4181644.0,509752.0,4181866.0,9.5904,3.7989,39.611486486486484,330,327,326,8.566115854712436,9.322782862719684,104.55305205143766,27.521927940045185,262,259,258,8.608508228795408,9.41404808748617,84.70515328061123,22.29728428771782,227,224,223,8.554248889642102,9.563844852706733,75.12161160606414,19.77456937694178,200,198,197,8.612378073461128,9.549366552190428,66.35062121555849,17.465745667313826
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_05,6,5,509968.0,4181755.0,509752.0,4181644.0,510184.0,4181866.0,9.5904,5.6535,58.94957457457457,503,501,500,8.88948078926452,8.995844949888012,159.6537405458521,28.239805526815616,382,380,379,9.002654849228106,9.033148939944876,124.31345456811431,21.988759983747112,323,321,320,9.099904718428757,9.138596933962916,108.7570649097,19.237121236349164,271,270,270,9.374156208391543,9.194007454765039,96.80911635586565,17.12374924486878
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_06,6,6,510400.0,4181755.0,510184.0,4181644.0,510616.0,4181866.0,9.5904,5.2536,54.77977977977977,684,678,678,11.382674918765515,8.550175253730941,305.37677616294314,58.127146368764876,549,545,545,11.652759027481078,8.64929882603843,256.6093909137724,48.84448585993841,458,455,455,11.987316944310953,8.700545973273195,225.1368881035309,42.85383129730678,397,395,395,12.141307198246823,8.763519062619924,200.7889409376095,38.21930503609135
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_07,6,7,510832.0,4181755.0,510616.0,4181644.0,511048.0,4181866.0,9.5904,4.361,45.47255588922255,566,547,547,10.30088420977758,8.705675706259814,212.5391583981596,48.73633533551011,475,461,461,10.440916050023475,8.82157980064256,186.2464497353363,42.707280379577234,408,396,396,10.518514845106337,8.894434979741355,163.79136052094194,37.55821153885392,350,338,338,10.520666735412101,8.978845287593524,142.2240199254139,32.61270807737076
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_08,6,8,511264.0,4181755.0,511048.0,4181644.0,511480.0,4181866.0,9.5904,0.8005,8.346888555221888,401,242,242,5.011772575457234,9.47013574879352,34.80225826569384,43.47565055052322,316,200,200,5.061657782793045,9.514808850179257,29.570971605800107,36.94062661561537,263,172,172,5.07242858825728,9.677283521677436,26.086485690283997,32.587739775495315,216,147,147,5.180017977344747,9.794886131974765,23.5916950155291,29.47119926986771
PNOA_area_LiDAR_508000_4179000_512000_4183000_06_09,6,9,511696.0,4181755.0,511480.0,4181644.0,511912.0,4181866.0,9.5904,0.127,1.324240907574241,363,87,87,2.929372362706853,8.105112563968273,3.26934482071964,25.742872604091655,297,72,72,2.976890650060442,8.060704956454334,2.7950831423727696,22.008528680100547,257,67,67,2.968859135214962,7.886581773899924,2.4967528368846743,19.659471156572238,225,60,60,2.9804471850395204,8.023656032319014,2.3317776358335647,18.36045382546114
